1.172865906276264469e-01,2.682396263294047345e-01,2.125202556591240244e-01,1.393636720901183512e-01,2.063601794555114388e-01,2.032658347919674702e-01,8.707763222379545642e-02,4.818888669204128561e-02,3.557428020744666242e-01,1.641267808724704569e-01,2.125561104084055797e-01,1.523215886695990784e-01,8.532581562947408327e-02,1.857435150171246607e-01,1.870331688305170992e-01,6.304191594211111527e-02,5.498713571448396453e-02,5.766854491815011363e-02
2.768903425824100206e-01,2.775439365761612209e-01,3.445093704897357334e-01,1.750120909629304666e-01,2.342243108924410289e-01,3.992835041356266879e-01,2.222550664551438959e-01,1.037573909946764572e-01,5.038440794094680708e-01,2.533631516606074108e-01,3.446407717042517249e-01,2.270365717776275660e-01,1.269747609081645356e-01,2.150953693972545155e-01,2.384322321441119941e-01,1.201484712429293777e-01,8.969777256214941930e-02,1.014062425515709215e-01
2.319907989967179285e-01,3.359171187604705344e-01,2.886606424801618689e-03,1.651420615792985047e-01,3.915918579979942304e-01,3.147991281002861519e-01,1.851588889600530585e-01,1.029723957106479099e-01,1.479480093365359850e-01,4.943363730505000997e-01,2.829846623910377366e-03,2.012343471397803341e-01,1.417409103213124466e-01,1.481115680173901439e-01,1.480095264968944169e-01,1.212397720882678193e-01,8.273697456938314265e-02,9.510437107416072622e-02
1.417479650745828157e-01,1.832032952281674454e-01,1.610596093713316801e-01,6.389825349484624939e-02,9.885364258647513780e-02,1.176118237185483084e-01,6.281182716995155346e-02,4.127579530270659991e-02,2.417478810469864126e-01,8.995510421842491111e-02,1.610683886261140563e-01,9.802923618408464213e-02,4.427659409021248577e-02,7.282953899261616904e-02,9.580008966595461584e-02,4.595650265483377378e-02,3.347397586837724814e-02,3.337667325191516488e-02
2.131593912014925485e-01,2.249364766947245797e-01,4.010618379701649250e-01,9.595777180918081684e-02,1.417479097061088988e-01,2.745730822792532555e-01,1.180244085462125031e-01,6.395879791369644962e-02,4.524527999178646342e-01,1.299170418800699445e-01,4.012095087230949098e-01,1.334352066251457414e-01,6.448016582061515123e-02,1.118444503103920434e-01,1.206688693042867189e-01,7.332126432664194671e-02,4.682774203889728676e-02,4.846331775031856304e-02
2.131217875017165919e-01,4.076327593117797798e-01,3.071329881568000686e-01,1.142015059838687591e-01,2.709257534901745590e-01,2.780094926280634593e-01,1.199759121195064782e-01,7.482411102204740427e-02,5.925791036545574597e-01,2.261243631447177327e-01,3.070849581972996400e-01,1.749317361326281350e-01,9.053760273901627353e-02,2.009423599522678905e-01,1.996559651101935950e-01,9.437278695937133255e-02,6.463525671166728270e-02,6.475447164206260542e-02
9.102140788560822426e-02,2.258317310108695630e-01,1.697955314131856797e-01,6.163043068869260982e-02,1.151837706440423936e-01,1.280621102894476115e-01,5.382532053899222874e-02,3.647949704294285722e-02,3.935305806247660354e-01,8.517042295946455899e-02,1.697074764847562867e-01,1.021555475746934866e-01,4.738606668907246328e-02,7.976071979419883939e-02,9.379678817519325473e-02,4.415364961700349311e-02,3.345882013368004643e-02,3.370761696323521656e-02
4.751277567454573886e-02,1.025895950296128595e-01,9.831392616206725832e-02,3.950368158919083383e-02,6.173001054467795734e-02,7.675832167363945413e-02,3.653867413768507183e-02,2.230197037471113447e-02,1.409911803925909812e-01,5.157292950364401884e-02,9.817090120539140319e-02,5.409543740365119896e-02,2.766429754328565693e-02,4.713101888011984875e-02,5.367205855547323851e-02,2.629533583008470191e-02,2.031406871557110000e-02,1.990242614745654087e-02
3.548265644669173491e-01,5.114426020575493226e-01,1.486808648241636777e-01,2.465025461480044866e-01,4.346457304831656265e-01,5.852865312689161659e-01,3.793503090392517096e-01,1.346845202618885962e-01,8.183523281305087327e-01,3.973528269252046274e-01,1.483996812318181535e-01,3.851235541246770255e-01,1.665620781002295769e-01,2.642716417283112462e-01,3.310846707628227192e-01,1.460770319880071166e-01,1.132853376455852795e-01,1.140464307991605891e-01
1.690009486494818414e-01,2.566284082520156051e-01,5.098393992279489639e-01,9.391509532378919389e-02,1.381794632569907921e-01,2.215970585030956619e-01,9.000425597535863242e-02,5.211723567071900598e-02,3.894445744209760751e-01,1.151495221971171462e-01,5.097330091717996448e-01,1.166786752333157373e-01,6.228558225569510304e-02,9.555698656517838674e-02,1.208434918466675806e-01,5.976534220782239032e-02,4.132298667840925838e-02,4.297058555645381916e-02
